Ra,feed_rate_mm,rpm,depth_mm,filepath
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-14\14_data\e00\d00\e00009d5.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-14\14_data\e00\d00\e0000aaf.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-14\14_data\e00\d00\e0000ba4.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-14\14_data\e00\d00\e0000be8.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-14\14_data\e00\d00\e0000d9e.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-14\14_data\e00\d00\e0000de7.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-14\14_data\e00\d00\e0000e95.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-14\14_data\e00\d00\e0000f9f.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e0000139.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e0000145.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e0000271.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e00004c7.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e00004cd.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e0000505.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e000052b.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e000068b.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e000072c.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e0000772.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e0000804.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e00008b3.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e00008b8.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e0000a41.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e0000a59.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e0000b99.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e0000bce.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e0000d1e.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e0000d3a.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e0000df9.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e0000f1a.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-15\15_data\e00\d00\e0000f58.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e0000013.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e0000024.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e00000e9.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e00001e7.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e00002a8.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e0000345.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e00004d4.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e00005a2.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e000060b.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e0000721.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e0000736.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e0000851.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e0000881.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e0000923.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e0000980.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e00009a0.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e00009b6.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e00009b9.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e0000a9b.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e0000c88.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e0000cd7.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-16\16_data\e00\d00\e0000fd0.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e0000024.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e00000e6.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e000017b.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e00001bb.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e0000349.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e00003eb.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e000045d.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e000046a.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e0000603.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e0000753.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e000077e.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e00007c2.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e0000968.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e0000ad5.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e0000b0f.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e0000b9f.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e0000be6.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e0000be9.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e0000d66.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e0000eb3.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e0000f2f.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-17\17_data\e00\d00\e0000fb0.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e0000120.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e0000243.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e000025c.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e0000273.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e000027d.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e00002d8.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e000030f.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e00004d9.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e00006d3.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e000070a.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e000079a.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e0000810.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e0000950.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e0000aee.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e0000b16.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e0000d13.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e0000d25.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e0000e09.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e0000e7b.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e0000f31.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e0000f77.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-18\18_data\e00\d00\e0000ffa.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e0000006.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e000003a.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e00000f9.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e000012e.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e00001d2.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e00001d9.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e000024f.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e000033b.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e000034d.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e000035e.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e000040b.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e00004a5.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e00006fc.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e0000745.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e00008b1.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e00008d9.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e0000afa.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e0000b23.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e0000c09.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e0000ce6.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e0000da4.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-19\19_data\e00\d00\e0000f87.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-2\2_data\e00\d00\e0000013.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-2\2_data\e00\d00\e0000024.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-2\2_data\e00\d00\e00000e9.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-2\2_data\e00\d00\e00001e7.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-2\2_data\e00\d00\e00002a8.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-2\2_data\e00\d00\e0000345.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-2\2_data\e00\d00\e00004d4.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-2\2_data\e00\d00\e00005a2.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-2\2_data\e00\d00\e000060b.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-2\2_data\e00\d00\e0000721.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-2\2_data\e00\d00\e0000736.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-2\2_data\e00\d00\e0000851.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-2\2_data\e00\d00\e0000881.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-2\2_data\e00\d00\e0000923.au
8.19,10,250,1.0,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-1.0mm Ra-8.19\10-250-1.0-2\2_data\e00\d00\e0000980.au
